"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 26 12:18:33 GMT 2025","Wed Mar 26 12:19:03 GMT 2025","30353","","Тесты для Настройки пользователя","","tests.CheckSettingsTest","testCheckVisibleNameOnProfile","Открытие страницы Настройки через Профиль","Проверка корректности перехода на страницу настроек из профиля пользователя"
